gene_id	symbol
CHM13_G0041772	AC124017.1
CHM13_G0041773	AC105384.1
CHM13_G0041774	AC105384.2
CHM13_G0041775	RPL21P44
CHM13_G0041776	AC110792.3
CHM13_G0041777	CHIC2
CHM13_G0041778	AC110792.2
CHM13_G0041779	AC110792.4
CHM13_G0041780	AC110792.1
CHM13_G0041781	MORF4L2P1
CHM13_G0041782	GSX2
CHM13_G0041783	RPL22P13
CHM13_G0041784	PDGFRA
CHM13_G0041785	LINC02283
CHM13_G0041786	AC098587.1
CHM13_G0041787	AC098868.1
CHM13_G0041788	LINC02260
CHM13_G0041789	KIT
CHM13_G0041790	AC097494.1
CHM13_G0041791	LINC02358
CHM13_G0041792	AC111194.1
CHM13_G0041793	RPL38P3
CHM13_G0041794	RNU6-410P
CHM13_G0041795	AC111194.2
CHM13_G0041796	RN7SL424P
CHM13_G0041797	KDR
CHM13_G0041798	AC021220.2
CHM13_G0041799	RN7SL822P
CHM13_G0041800	AC021220.1
CHM13_G0041801	RNU6-746P
CHM13_G0041802	LRRC34P2
CHM13_G0041803	SRD5A3
CHM13_G0041804	FCF1P8
CHM13_G0041805	SRD5A3-AS1
CHM13_G0041806	AC069200.1
CHM13_G0041807	TMEM165
CHM13_G0041808	Y_RNA
CHM13_G0041809	CLOCK
CHM13_G0041810	Y_RNA
CHM13_G0041811	RN7SKP30
CHM13_G0041812	AC024243.1
CHM13_G0041813	PDCL2
CHM13_G0041814	NMU
CHM13_G0041815	RNU6-276P
CHM13_G0041816	EXOC1L
CHM13_G0041817	EXOC1
CHM13_G0041818	RNU6-652P
CHM13_G0041819	AC110611.1
CHM13_G0041820	AC110611.2
CHM13_G0041821	CEP135
CHM13_G0041822	CRACD
CHM13_G0041823	RNA5SP161
CHM13_G0041824	RNU6-197P
CHM13_G0041825	AC022267.1
CHM13_G0041826	MRPL22P1
CHM13_G0041827	AASDH
CHM13_G0041828	RPL7AP31
CHM13_G0041829	AC068620.1
CHM13_G0041830	PPAT
CHM13_G0041831	AC068620.2
CHM13_G0041832	AC068620.3
CHM13_G0041833	PAICS
CHM13_G0041834	SRP72
CHM13_G0041835	ARL9
CHM13_G0041836	THEGL
CHM13_G0041837	GLDCP1
CHM13_G0041838	HOPX
CHM13_G0041839	AC108215.1
CHM13_G0041840	RPL17P20
CHM13_G0041841	AC022483.1
CHM13_G0041842	RN7SL492P
CHM13_G0041843	RN7SL357P
CHM13_G0041844	SPINK2
CHM13_G0041845	AC022483.3
CHM13_G0041846	AC022483.2
CHM13_G0041847	MSTRG.4262
CHM13_G0041848	AC069307.1
CHM13_G0041849	NOA1
CHM13_G0041850	POLR2B
CHM13_G0041851	RNU6-998P
CHM13_G0041852	IGFBP7
CHM13_G0041853	UBE2CP3
CHM13_G0041854	IGFBP7-AS1
CHM13_G0041855	AC111197.1
CHM13_G0041856	AC105390.1
CHM13_G0041857	RPS26P24
CHM13_G0041858	LINC02380
CHM13_G0041859	AC013724.1
CHM13_G0041860	AC107396.1
CHM13_G0041861	AC093725.2
CHM13_G0041862	AC093725.1
CHM13_G0041863	AC104790.1
CHM13_G0041864	SRIP1
CHM13_G0041865	AC096725.1
CHM13_G0041866	LINC02494
CHM13_G0041867	AC019133.1
CHM13_G0041868	AC017091.1
CHM13_G0041869	LINC02619
CHM13_G0041870	LINC02429
CHM13_G0041871	AC097501.1
CHM13_G0041872	AC108517.2
CHM13_G0041873	AC108517.1
CHM13_G0041874	Y_RNA
CHM13_G0041875	AC096588.1
CHM13_G0041876	AC093857.1
CHM13_G0041877	Y_RNA
CHM13_G0041878	RNU6-1325P
CHM13_G0041879	AC092596.1
CHM13_G0041880	AC097655.1
CHM13_G0041881	LINC02496
CHM13_G0041882	AC105420.1
CHM13_G0041883	MIR548AG1
CHM13_G0041884	LINC02271
CHM13_G0041885	ADGRL3
CHM13_G0041886	RPL17P19
CHM13_G0041887	AC020741.1
CHM13_G0041888	AC108161.1
CHM13_G0041889	Y_RNA
CHM13_G0041890	ADGRL3-AS1
CHM13_G0041891	RPS15AP17
CHM13_G0041892	RPL21P47
CHM13_G0041893	AC105313.1
CHM13_G0041894	AC074087.2
CHM13_G0041895	AC074087.1
CHM13_G0041896	HMGN1P11
CHM13_G0041897	EXOC5P1
CHM13_G0041898	AC097491.1
CHM13_G0041899	LARP1BP1
CHM13_G0041900	AC093730.1
CHM13_G0041901	TECRL
CHM13_G0041902	RNU6-191P
CHM13_G0041903	DPP3P1
CHM13_G0041904	MTCO3P27
CHM13_G0041905	MTCYBP16
CHM13_G0041906	MTND6P16
CHM13_G0041907	MTND5P13
CHM13_G0041908	MTND4LP31
CHM13_G0041909	MTND3P24
CHM13_G0041910	MTCO3P28
CHM13_G0041911	AC104689.1
CHM13_G0041912	AC104689.2
CHM13_G0041913	LINC02232
CHM13_G0041914	AC107058.1
CHM13_G0041915	EFL1P2
CHM13_G0041916	AC096754.1
CHM13_G0041917	LINC02835
CHM13_G0041918	EPHA5
CHM13_G0041919	AC115223.1
CHM13_G0041920	EPHA5-AS1
CHM13_G0041921	AC104137.1
CHM13_G0041922	RNU2-40P
CHM13_G0041923	AC097110.1
CHM13_G0041924	AC116049.1
CHM13_G0041925	AC096721.1
CHM13_G0041926	IFITM3P1
CHM13_G0041927	AC110809.1
CHM13_G0041928	MIR1269A
CHM13_G0041929	RPS23P3
CHM13_G0041930	RNU6-699P
CHM13_G0041931	AC104806.2
CHM13_G0041932	RNU1-63P
CHM13_G0041933	RNA5SP527
CHM13_G0041934	AC104806.1
CHM13_G0041935	CENPC
CHM13_G0041936	STAP1
CHM13_G0041937	AC096720.2
CHM13_G0041938	UBA6
CHM13_G0041939	AC096720.1
CHM13_G0041940	UBA6-AS1
CHM13_G0041941	ST3GAL1P1
CHM13_G0041942	AC079880.1
CHM13_G0041943	AC079880.2
CHM13_G0041944	GNRHR
CHM13_G0041945	SNORA62
CHM13_G0041946	TMPRSS11CP
CHM13_G0041947	TMPRSS11D
CHM13_G0041948	TMPRSS11A
CHM13_G0041949	TMPRSS11GP
CHM13_G0041950	RNU6-95P
CHM13_G0041951	GCOM2
CHM13_G0041952	MTND2P41
CHM13_G0041953	TMPRSS11F
CHM13_G0041954	SYT14P1
CHM13_G0041955	FTLP10
CHM13_G0041956	TMPRSS11BNL
CHM13_G0041957	TMPRSS11B
CHM13_G0041958	AC098799.3
CHM13_G0041959	AC098799.1
CHM13_G0041960	AC098799.2
CHM13_G0041961	APOOP4
CHM13_G0041962	YTHDC1
CHM13_G0041963	MT2P1
CHM13_G0041964	TMPRSS11E
CHM13_G0041965	UGT2B29P
CHM13_G0041966	UGT2B17
CHM13_G0041967	AC147055.2
CHM13_G0041968	AC147055.4
CHM13_G0041969	AC147055.3
CHM13_G0041970	UGT2B15
CHM13_G0041971	AC147055.1
CHM13_G0041972	AC093720.1
CHM13_G0041973	AC021146.8
CHM13_G0041974	UGT2B10
CHM13_G0041975	AC021146.9
CHM13_G0041976	AC021146.4
CHM13_G0041977	AC021146.11
CHM13_G0041978	AC021146.2
CHM13_G0041979	AC021146.3
CHM13_G0041980	AC021146.12
CHM13_G0041981	AC021146.6
CHM13_G0041982	AC021146.1
CHM13_G0041983	UGT2A3
CHM13_G0041984	AC021146.10
CHM13_G0041985	AC021146.5
CHM13_G0041986	AC021146.7
CHM13_G0041987	UGT2B27P
CHM13_G0041988	AC107401.1
CHM13_G0041989	UGT2B26P
CHM13_G0041990	UGT2B7
CHM13_G0041991	AC111000.2
CHM13_G0041992	AC111000.5
CHM13_G0041993	AC111000.3
CHM13_G0041994	AC111000.6
CHM13_G0041995	AC114786.2
CHM13_G0041996	AC111000.1
CHM13_G0041997	AC111000.4
CHM13_G0041998	UGT2B11
CHM13_G0042000	AC114797.1
CHM13_G0042001	AC114786.1
CHM13_G0042002	AC114786.4
CHM13_G0042003	UGT2B25P
CHM13_G0042004	AC108078.1
CHM13_G0042005	UGT2B24P
CHM13_G0042006	AC108078.3
CHM13_G0042007	AC108078.2
CHM13_G0042008	UGT2B4
CHM13_G0042009	UGT2A3P7
CHM13_G0042010	AC093829.1
CHM13_G0042012	UGT2A2
CHM13_G0042011	UGT2A1
CHM13_G0042013	SULT1B1
CHM13_G0042014	SULT1D1P
CHM13_G0042015	AC108941.2
CHM13_G0042016	SULT1E1
CHM13_G0042017	AC108941.1
CHM13_G0042018	CSN1S1
CHM13_G0042019	CSN2
CHM13_G0042020	STATH
CHM13_G0042021	HTN3
CHM13_G0042022	HTN1
CHM13_G0042023	CSN1S2AP
CHM13_G0042024	PRR27
CHM13_G0042025	ODAM
CHM13_G0042026	FDCSP
CHM13_G0042027	CSN3
CHM13_G0042028	CABS1
CHM13_G0042029	SMR3A
CHM13_G0042030	SMR3B
CHM13_G0042031	OPRPN
CHM13_G0042032	MUC7
CHM13_G0042033	AMTN
CHM13_G0042034	AMBN
CHM13_G0042035	ENAM
CHM13_G0042036	AC009570.2
CHM13_G0042037	JCHAIN
CHM13_G0042038	UTP3
CHM13_G0042039	RNU6-520P
CHM13_G0042040	RNU6-784P
CHM13_G0042041	AC009570.1
CHM13_G0042042	RUFY3
CHM13_G0042043	GRSF1
CHM13_G0042044	AC021989.1
CHM13_G0042045	RNU6-891P
CHM13_G0042046	MOB1B
CHM13_G0042047	DCK
CHM13_G0042048	SLC4A4
CHM13_G0042049	AC096713.1
CHM13_G0042050	LDHAL6EP
CHM13_G0042051	GC
CHM13_G0042052	RNA5SP163
CHM13_G0042053	AC068721.1
CHM13_G0042054	NPFFR2
CHM13_G0042055	ADAMTS3
CHM13_G0042056	AC095056.1
CHM13_G0042057	HNRNPA1P67
CHM13_G0042058	RNU4ATAC9P
CHM13_G0042059	RNU6ATAC5P
CHM13_G0042060	COX18
CHM13_G0042061	ANKRD17
CHM13_G0042062	HMGA1P2
CHM13_G0042063	AC053527.2
CHM13_G0042064	AC053527.1
CHM13_G0042065	AC108157.1
CHM13_G0042066	ALB
CHM13_G0042067	AFP
CHM13_G0042068	AFM
CHM13_G0042069	LINC02499
CHM13_G0042070	AC074250.1
CHM13_G0042071	RASSF6
CHM13_G0042072	UMLILO
CHM13_G0042073	CXCL8
CHM13_G0042074	AC112518.1
CHM13_G0042075	CXCL6
CHM13_G0042076	PPBPP1
CHM13_G0042077	PF4V1
CHM13_G0042078	CXCL1
CHM13_G0042079	HNRNPA1P55
CHM13_G0042080	CXCL1P1
CHM13_G0042081	PF4
CHM13_G0042082	PPBP
CHM13_G0042083	CXCL5
CHM13_G0042084	AC097709.1
CHM13_G0042085	RN7SL218P
CHM13_G0042086	CXCL3
CHM13_G0042087	PPBPP2
CHM13_G0042088	AC093677.3
CHM13_G0042089	AC093677.1
CHM13_G0042090	CXCL2
CHM13_G0042091	MTHFD2L
CHM13_G0042092	AC093677.2
CHM13_G0042093	EPGN
CHM13_G0042094	MSTRG.4273
CHM13_G0042095	AC021180.1
CHM13_G0042096	AREG
CHM13_G0042097	AC239584.1
CHM13_G0042098	BTC
CHM13_G0042099	AC098825.1
CHM13_G0042100	HSPE1P23
CHM13_G0042101	PARM1
CHM13_G0042102	PARM1-AS1
CHM13_G0042103	AC110760.1
CHM13_G0042104	LINC02562
CHM13_G0042105	AC110760.2
CHM13_G0042106	AC093870.1
CHM13_G0042107	AC025244.1
CHM13_G0042108	AC025244.2
CHM13_G0042109	LINC02483
CHM13_G0042110	AC096759.1
CHM13_G0042111	AC096759.2
CHM13_G0042112	RCHY1
CHM13_G0042113	THAP6
CHM13_G0042114	ODAPH
CHM13_G0042115	CDKL2
CHM13_G0042116	G3BP2
CHM13_G0042117	Y_RNA
CHM13_G0042118	USO1
CHM13_G0042119	AC110615.1
CHM13_G0042120	RNU2-16P
CHM13_G0042121	PPEF2
CHM13_G0042122	NAAA
CHM13_G0042123	SDAD1
CHM13_G0042124	SDAD1-AS1
CHM13_G0042125	CXCL9
CHM13_G0042126	ART3
CHM13_G0042127	CXCL10
CHM13_G0042128	CXCL11
CHM13_G0042129	AC112719.1
CHM13_G0042130	NUP54
CHM13_G0042131	AC110795.1
CHM13_G0042132	SCARB2
CHM13_G0042133	FAM47E
CHM13_G0042134	AC034139.1
CHM13_G0042135	FAM47E-STBD1
CHM13_G0042136	STBD1
CHM13_G0042137	CCDC158
CHM13_G0042138	SNX5P1
CHM13_G0042139	RNU6-1000P
CHM13_G0042140	AC096743.2
CHM13_G0042141	AC096743.1
CHM13_G0042142	SHROOM3
CHM13_G0042143	AC112249.1
CHM13_G0042144	RNU6-145P
CHM13_G0042145	MIR4450
CHM13_G0042146	MIR548AH
CHM13_G0042147	SHROOM3-AS1
CHM13_G0042148	AC107072.1
CHM13_G0042149	AC104687.2
CHM13_G0042150	AC104687.1
CHM13_G0042151	SOWAHB
LOFF_G0002078	AC066615.1
CHM13_G0042152	MSTRG.4281
CHM13_G0042153	SEPTIN11
CHM13_G0042154	TXNP6
CHM13_G0042155	CCNI
CHM13_G0042156	RPL7P17
CHM13_G0042157	AC104771.1
CHM13_G0042158	RNU6-1187P
CHM13_G0042159	CCNG2
CHM13_G0042160	AC008638.3
CHM13_G0042161	AC008638.2
CHM13_G0042162	AC008638.1
CHM13_G0042163	AC092674.1
CHM13_G0042164	CXCL13
CHM13_G0042165	AC104701.1
CHM13_G0042166	CNOT6L
CHM13_G0042167	MRPL1
CHM13_G0042168	AC112225.1
CHM13_G0042169	AC114801.2
CHM13_G0042170	HMGB1P44
CHM13_G0042171	HNRNPA1P56
CHM13_G0042172	AC114801.1
CHM13_G0042173	AC114801.3
CHM13_G0042174	FRAS1
CHM13_G0042175	SERBP1P5
CHM13_G0042176	MICOS10P4
CHM13_G0042177	ANXA3
CHM13_G0042178	Y_RNA
CHM13_G0042179	LINC01094
CHM13_G0042180	HIGD1AP13
CHM13_G0042181	AC112253.1
CHM13_G0042182	AC098818.1
CHM13_G0042183	AC098818.2
CHM13_G0042184	BMP2K
CHM13_G0042185	AC098818.3
CHM13_G0042186	PAQR3
CHM13_G0042187	RN7SL127P
CHM13_G0042188	LINC01088
CHM13_G0042189	NAA11
CHM13_G0042190	GK2
CHM13_G0042191	LINC00989
CHM13_G0042192	OR7E94P
CHM13_G0042193	AC092542.1
CHM13_G0042194	LINC02469
CHM13_G0042195	PCAT4
CHM13_G0042196	SNORA75
CHM13_G0042197	ANTXR2
CHM13_G0042198	KPNA2P1
CHM13_G0042199	RPSAP39
CHM13_G0042200	AC021127.1
CHM13_G0042201	PRDM8
CHM13_G0042202	FGF5
CHM13_G0042203	CFAP299
CHM13_G0042204	AC105917.1
CHM13_G0042205	BMP3
CHM13_G0042206	PRKG2
CHM13_G0042207	PRKG2-AS1
CHM13_G0042208	RNU5A-2P
CHM13_G0042209	RASGEF1B
CHM13_G0042210	MTCYBP44
CHM13_G0042211	COX5BP1
CHM13_G0042212	AC021863.1
CHM13_G0042213	NPM1P41
CHM13_G0042214	HNRNPA3P13
CHM13_G0042215	RNU6-499P
CHM13_G0042216	BIN2P1
CHM13_G0042217	VAMP9P
CHM13_G0042218	AC124016.2
CHM13_G0042219	HNRNPD
CHM13_G0042220	AC124016.1
CHM13_G0042221	IGBP1P4
CHM13_G0042222	SNORD42
CHM13_G0042223	HNRNPDL
CHM13_G0042224	ENOPH1
CHM13_G0042225	TMEM150C
CHM13_G0042226	RPL7AP26
CHM13_G0042227	AC067942.1
CHM13_G0042228	AC067942.3
CHM13_G0042229	AC067942.2
CHM13_G0042230	LINC00575
CHM13_G0042231	AC067942.4
CHM13_G0042232	SCD5
CHM13_G0042233	AC073413.1
CHM13_G0042234	MIR575
CHM13_G0042235	AC073413.2
CHM13_G0042236	SEC31A
CHM13_G0042237	THAP9-AS1
CHM13_G0042238	THAP9
CHM13_G0042239	LIN54
CHM13_G0042240	Y_RNA
CHM13_G0042241	RNU6-615P
CHM13_G0042242	COPS4
CHM13_G0042243	AC073840.1
CHM13_G0042244	PLAC8
LOFF_G0002079	AC066615.1
CHM13_G0042245	AC114781.2
CHM13_G0042246	AC114781.3
CHM13_G0042247	AC114781.1
CHM13_G0042248	COQ2
CHM13_G0042249	HPSE
CHM13_G0042250	AC114781.5
CHM13_G0042251	AC114781.4
CHM13_G0042252	HELQ
CHM13_G0042253	MRPS18C
CHM13_G0042254	ABRAXAS1
CHM13_G0042255	SLC25A14P1
CHM13_G0042256	RPL30P5
CHM13_G0042257	GPAT3
CHM13_G0042258	Y_RNA
CHM13_G0042259	AC021192.1
CHM13_G0042260	AC079160.1
CHM13_G0042261	RNU6-774P
CHM13_G0042262	AC025538.1
CHM13_G0042263	AC104063.1
CHM13_G0042264	NKX6-1
CHM13_G0042265	RPL3P13
CHM13_G0042266	CDS1
CHM13_G0042267	WDFY3
CHM13_G0042268	RN7SL552P
CHM13_G0042269	WDFY3-AS1
CHM13_G0042270	RNU6-469P
CHM13_G0042271	WDFY3-AS2
CHM13_G0042272	AC108021.1
CHM13_G0042273	RN7SKP48
CHM13_G0042274	AC097488.1
CHM13_G0042275	ARHGAP24
CHM13_G0042276	MIR4451
CHM13_G0042277	MAPK10
CHM13_G0042278	MAPK10-AS1
CHM13_G0042279	RN7SKP96
CHM13_G0042280	MIR4452
CHM13_G0042281	MSTRG.4295
CHM13_G0042282	SLC10A6
CHM13_G0042283	AC093827.1
CHM13_G0042284	C4orf36
CHM13_G0042285	AC093827.2
CHM13_G0042286	AC093827.5
CHM13_G0042287	AC093827.3
CHM13_G0042288	AC093827.4
CHM13_G0042289	AFF1
CHM13_G0042290	TECRP1
CHM13_G0042291	KLHL8
CHM13_G0042292	AC092658.1
CHM13_G0042293	GAPDHP60
CHM13_G0042294	AC108516.1
CHM13_G0042295	MIR5705
CHM13_G0042296	HSD17B13
CHM13_G0042297	AC108516.2
CHM13_G0042298	HSD17B11
CHM13_G0042299	RN7SL681P
CHM13_G0042300	AC112250.1
CHM13_G0042301	NUDT9
CHM13_G0042302	AC112250.2
CHM13_G0042303	SPARCL1
CHM13_G0042304	AC093895.1
CHM13_G0042305	DSPP
CHM13_G0042306	DMP1
CHM13_G0042307	Y_RNA
CHM13_G0042308	CHCHD2P7
CHM13_G0042309	IBSP
CHM13_G0042310	MEPE
CHM13_G0042311	HSP90AB3P
CHM13_G0042312	AC131944.1
CHM13_G0042313	SPP1
CHM13_G0042314	RNU1-36P
CHM13_G0042315	MSTRG.4298
CHM13_G0042316	ABCG2
CHM13_G0042317	AC097484.1
CHM13_G0042318	RNU6-818P
CHM13_G0042319	RNU6ATAC31P
CHM13_G0042320	AC097484.2
CHM13_G0042321	RNU6-1298P
CHM13_G0042322	PPM1K
CHM13_G0042323	RNU6-112P
CHM13_G0042324	PPM1K-DT
CHM13_G0042325	Y_RNA
CHM13_G0042326	AC107067.2
CHM13_G0042327	AC107067.1
CHM13_G0042328	HERC6
CHM13_G0042329	HERC5
CHM13_G0042330	NCOA4P2
CHM13_G0042331	PYURF
CHM13_G0042332	PIGY
CHM13_G0042333	AC098582.1
CHM13_G0042334	PIGY-DT
CHM13_G0042335	AC083829.1
CHM13_G0042336	RN7SKP244
CHM13_G0042337	HERC3
CHM13_G0042338	RNU6-33P
CHM13_G0042339	NAP1L5
CHM13_G0042340	FAM13A-AS1
CHM13_G0042341	AC108065.2
CHM13_G0042342	AC108065.1
CHM13_G0042343	FAM13A
CHM13_G0042344	TIGD2
CHM13_G0042345	AC104785.1
CHM13_G0042346	RNU6-907P
CHM13_G0042347	GPRIN3
CHM13_G0042348	AC093866.1
CHM13_G0042349	AC097478.4
CHM13_G0042350	SNCA
CHM13_G0042351	AC097478.1
CHM13_G0042352	AC097478.3
CHM13_G0042353	AC097478.2
CHM13_G0042354	SNCA-AS1
CHM13_G0042355	MMRN1
CHM13_G0042356	AC105445.1
CHM13_G0042357	CCSER1
CHM13_G0042358	RN7SKP248
CHM13_G0042359	AC093729.1
CHM13_G0042360	TMSB4XP8
CHM13_G0042361	AC004054.1
CHM13_G0042362	AC074124.1
CHM13_G0042363	AC110774.1
CHM13_G0042364	KRT19P6
CHM13_G0042365	AC093810.1
CHM13_G0042366	PMPCAP1
CHM13_G0042367	AC097520.2
CHM13_G0042368	AC097520.1
CHM13_G0042369	LNCPRESS2
CHM13_G0042370	AC112695.1
CHM13_G0042371	GRID2
CHM13_G0042372	MTND1P19
CHM13_G0042373	AC095059.2
CHM13_G0042374	AC095059.1
CHM13_G0042375	AC020699.1
CHM13_G0042376	AC110800.1
CHM13_G0042377	RNA5SP164
CHM13_G0042378	ATOH1
CHM13_G0042379	AC096746.1
CHM13_G0042380	HMGB3P15
CHM13_G0042381	SMARCAD1
CHM13_G0042382	HPGDS
CHM13_G0042383	AC109925.2
CHM13_G0042384	AC109925.1
CHM13_G0042385	PDLIM5
CHM13_G0042386	AC108067.1
CHM13_G0042387	BMPR1B-DT
CHM13_G0042388	BMPR1B
CHM13_G0042389	UNC5C
CHM13_G0042390	AC106881.1
CHM13_G0042391	RPL30P6
CHM13_G0042392	PDHA2
CHM13_G0042393	RNU6-1059P
CHM13_G0042394	RNU6-34P
CHM13_G0042395	AC096661.1
CHM13_G0042396	LINC02267
CHM13_G0042397	RN7SKP28
CHM13_G0042398	AC096585.1
CHM13_G0042399	COX7A2P2
CHM13_G0042400	AC108515.1
CHM13_G0042401	STPG2
CHM13_G0042402	AC034154.1
CHM13_G0042403	STPG2-AS1
CHM13_G0042404	CRYZP2
CHM13_G0042405	RPL5P12
CHM13_G0042406	DUTP8
CHM13_G0042407	AC019077.1
CHM13_G0042408	RAP1GDS1
CHM13_G0042409	AC058823.1
CHM13_G0042410	TSPAN5
CHM13_G0042411	AC108159.1
CHM13_G0042412	AC114811.2
CHM13_G0042413	AC114811.1
CHM13_G0042414	BTF3P13
CHM13_G0042415	EIF4E
CHM13_G0042416	TBCAP3
CHM13_G0042417	AC019131.1
CHM13_G0042418	FAM177A1P1
CHM13_G0042419	AC019131.3
CHM13_G0042420	RNU7-149P
CHM13_G0042421	NDUFS5P4
CHM13_G0042422	METAP1
CHM13_G0042423	MIR3684
CHM13_G0042424	ABT1P1
CHM13_G0042425	AC019131.2
CHM13_G0042426	ADH5
CHM13_G0042427	AP002026.1
CHM13_G0042428	ADH4
CHM13_G0042429	PCNAP1
CHM13_G0042430	ADH6
CHM13_G0042431	ADH1A
CHM13_G0042432	ADH1B
CHM13_G0042433	ADH1C
CHM13_G0042434	ADH7
CHM13_G0042435	AP001960.1
CHM13_G0042436	C4orf17
CHM13_G0042437	TRMT10A
CHM13_G0042438	MTTP
CHM13_G0042439	AC083902.1
CHM13_G0042440	C4orf54
CHM13_G0042441	DAPP1
CHM13_G0042442	AP001962.1
CHM13_G0042443	LAMTOR3
CHM13_G0042444	DNAJB14
CHM13_G0042445	AC097460.2
CHM13_G0042446	H2AZ1
CHM13_G0042447	H2AZ1-DT
CHM13_G0042448	AC097460.1
CHM13_G0042449	DYNLL1P6
CHM13_G0042450	DDIT4L
CHM13_G0042451	AP001961.1
CHM13_G0042452	EMCN
CHM13_G0042453	AC097459.1
CHM13_G0042454	LINC01216
CHM13_G0042455	LINC01217
CHM13_G0042456	LINC01218
CHM13_G0042457	PPP3CA
CHM13_G0042458	MIR8066
CHM13_G0042459	MIR1255A
CHM13_G0042460	FLJ20021
CHM13_G0042461	BANK1
CHM13_G0042462	AC084277.1
CHM13_G0042463	RNU6-462P
CHM13_G0042464	MTND5P5
CHM13_G0042465	AP002075.1
CHM13_G0042466	SLC39A8
CHM13_G0042467	RN7SL728P
CHM13_G0042468	AC098487.1
CHM13_G0042469	AF213884.2
CHM13_G0042470	AF213884.3
CHM13_G0042471	NFKB1
CHM13_G0042472	MANBA
CHM13_G0042473	AF213884.1
CHM13_G0042474	LRRC37A15P
CHM13_G0042475	KRT8P46
CHM13_G0042476	AC018797.1
CHM13_G0042477	AC018797.2
CHM13_G0042478	UBE2D3
CHM13_G0042479	AC018797.3
CHM13_G0042480	UBE2D3-AS1
CHM13_G0042481	RNU7-151P
CHM13_G0042482	CISD2
CHM13_G0042483	SLC9B1
CHM13_G0042484	PABPC1P7
LOFF_G0002080	MIR7705
CHM13_G0042485	ACTR3BP4
CHM13_G0042486	SLC9B2
CHM13_G0042487	BDH2
CHM13_G0042488	CENPE
CHM13_G0042489	LINC02428
CHM13_G0042490	AC105460.2
CHM13_G0042491	AC105460.1
CHM13_G0042492	DDX3P3
CHM13_G0042493	TACR3
CHM13_G0042494	AC004047.1
CHM13_G0042495	RNU6-635P
CHM13_G0042496	LINC02503
CHM13_G0042497	AC004052.1
CHM13_G0042498	CXXC4
CHM13_G0042499	CXXC4-AS1
CHM13_G0042500	AC004063.1
CHM13_G0042501	AC004053.1
CHM13_G0042502	AC105918.1
CHM13_G0042503	AC096577.1
CHM13_G0042504	RNU6-351P
CHM13_G0042505	AC096577.2
CHM13_G0042506	AC004069.2
CHM13_G0042507	AC004069.3
CHM13_G0042508	AC004069.1
CHM13_G0042509	TET2
CHM13_G0042510	TET2-AS1
CHM13_G0042511	RN7SL89P
CHM13_G0042512	PPA2
CHM13_G0042513	RNU6-553P
CHM13_G0042514	EEF1A1P9
CHM13_G0042515	PIMREGP2
CHM13_G0042516	ATP5F1EP1
CHM13_G0042517	AC004066.1
CHM13_G0042518	ARHGEF38
CHM13_G0042519	ARHGEF38-IT1
CHM13_G0042520	AC105391.1
CHM13_G0042521	INTS12
CHM13_G0042522	GSTCD
CHM13_G0042523	GSTCD-AS1
CHM13_G0042524	NPNT
CHM13_G0042525	AC109361.2
CHM13_G0042526	AC109361.1
CHM13_G0042527	TBCK
CHM13_G0042528	AIMP1
CHM13_G0042529	GIMD1
CHM13_G0042530	LINC02173
CHM13_G0042531	AC092445.1
CHM13_G0042532	ACTR6P1
CHM13_G0042533	DKK2
CHM13_G0042534	RAC1P5
CHM13_G0042535	AC104663.1
CHM13_G0042536	RNU6-551P
CHM13_G0042537	PAPSS1
CHM13_G0042538	SGMS2
CHM13_G0042539	CYP2U1-AS1
CHM13_G0042540	RNU6-733P
CHM13_G0042541	CYP2U1
CHM13_G0042542	AC096564.1
CHM13_G0042543	HADH
CHM13_G0042544	LEF1
CHM13_G0042545	LEF1-AS1
CHM13_G0042546	RPSAP34
LOFF_G0002081	AC066615.1
CHM13_G0042547	ZACNP1
CHM13_G0042548	EXOC7P1
CHM13_G0042549	RPL34-DT
CHM13_G0042550	RPL34
CHM13_G0042551	OSTC
CHM13_G0042552	RNU6-431P
CHM13_G0042553	AC107071.1
CHM13_G0042554	ETNPPL
CHM13_G0042555	AC097473.1
CHM13_G0042556	RCC2P8
CHM13_G0042557	COL25A1
CHM13_G0042558	COL25A1-DT
CHM13_G0042559	RBMXP4
CHM13_G0042560	SEC24B-AS1
CHM13_G0042561	SEC24B
CHM13_G0042562	RN7SL55P
CHM13_G0042563	MIR576
CHM13_G0042564	SETP20
CHM13_G0042565	CDC42P4
CHM13_G0042566	MCUB
CHM13_G0042567	HIGD1AP14
CHM13_G0042568	CASP6
CHM13_G0042569	AC004067.1
CHM13_G0042570	PLA2G12A
CHM13_G0042571	AC126283.2
CHM13_G0042572	CFI
CHM13_G0042573	AC126283.1
CHM13_G0042574	GAR1
CHM13_G0042575	RRH
CHM13_G0042576	LRIT3
CHM13_G0042577	KRT19P3
CHM13_G0042578	EGF
CHM13_G0042579	RNU6-35P
CHM13_G0042580	ELOVL6
CHM13_G0042581	RN7SL275P
CHM13_G0042582	AC093770.1
CHM13_G0042583	HSBP1P2
CHM13_G0042584	RNF14P2
CHM13_G0042585	RNU6-205P
CHM13_G0042586	ZBED1P1
CHM13_G0042587	ENPEP
CHM13_G0042588	RPL7L1P13
CHM13_G0042589	ZNF969P
CHM13_G0042590	AC093872.1
CHM13_G0042591	AC098798.1
CHM13_G0042592	PANCR
CHM13_G0042593	PITX2
CHM13_G0042594	LINC01438
