gene_id	symbol
CHM13_G0000791	SELENON
CHM13_G0000792	AL020996.2
CHM13_G0000793	AL020996.1
CHM13_G0000794	MTFR1L
CHM13_G0000796	AL020996.3
CHM13_G0000795	AUNIP
CHM13_G0000797	AL033528.3
CHM13_G0000798	PAQR7
CHM13_G0000799	AL033528.1
CHM13_G0000800	STMN1
CHM13_G0000801	SNRPFP2
CHM13_G0000802	AL033528.2
CHM13_G0000803	MIR3917
CHM13_G0000804	PAFAH2
CHM13_G0000805	RNU6-110P
CHM13_G0000806	AL592064.1
CHM13_G0000807	AL592064.2
CHM13_G0000808	EXTL1
CHM13_G0000809	SLC30A2
CHM13_G0000810	AL391650.2
CHM13_G0000811	TRIM63
CHM13_G0000812	PDIK1L
CHM13_G0000813	FAM110D
CHM13_G0000814	C1orf232
CHM13_G0000815	AL391650.1
CHM13_G0000816	ZNF593
CHM13_G0000817	CNKSR1
CHM13_G0000818	CATSPER4
CHM13_G0000819	ZPLD2P
CHM13_G0000820	AL355877.2
CHM13_G0000821	CEP85
CHM13_G0000822	AL355877.1
CHM13_G0000823	SH3BGRL3
CHM13_G0000824	UBXN11
CHM13_G0000825	CD52
CHM13_G0000826	CRYBG2
CHM13_G0000827	AL451139.1
CHM13_G0000828	ZNF683
CHM13_G0000829	LIN28A
CHM13_G0000830	DHDDS
CHM13_G0000831	AL513365.1
CHM13_G0000832	DHDDS-AS1
CHM13_G0000833	HMGN2
CHM13_G0000834	DPPA2P2
CHM13_G0000835	RPS6KA1
CHM13_G0000836	MIR1976
CHM13_G0000837	RN7SL679P
CHM13_G0000838	Y_RNA
CHM13_G0000839	RNU7-29P
CHM13_G0000840	AL627313.1
CHM13_G0000841	AL627082.2
CHM13_G0000842	AL627082.1
CHM13_G0000843	AL512408.1
CHM13_G0000844	ARID1A
CHM13_G0000845	PIGV
CHM13_G0000846	RN7SL165P
CHM13_G0000847	AL034380.2
CHM13_G0000848	ZDHHC18
CHM13_G0000849	SFN
CHM13_G0000850	GPN2
CHM13_G0000851	AL034380.1
CHM13_G0000852	GPATCH3
CHM13_G0000853	NUDC
CHM13_G0000854	NR0B2
CHM13_G0000855	KDF1
CHM13_G0000856	RPL12P13
CHM13_G0000857	AL356390.1
CHM13_G0000858	OSTCP2
CHM13_G0000859	TRNP1
CHM13_G0000860	TENT5B
LOFF_G0000042	AC066615.1
CHM13_G0000861	SLC9A1
CHM13_G0000862	AL590640.2
CHM13_G0000863	CHCHD3P3
CHM13_G0000864	NPM1P39
CHM13_G0000865	SNRPEP7
CHM13_G0000866	AL590640.1
CHM13_G0000867	WDTC1
CHM13_G0000868	Y_RNA
CHM13_G0000869	FO393419.3
CHM13_G0000870	TMEM222
CHM13_G0000871	RNU6-48P
CHM13_G0000872	ACTG1P20
CHM13_G0000873	SYTL1
CHM13_G0000874	MAP3K6
CHM13_G0000875	FCN3
CHM13_G0000876	CD164L2
CHM13_G0000877	FO393419.1
CHM13_G0000878	GPR3
CHM13_G0000879	WASF2
CHM13_G0000880	FO393419.2
CHM13_G0000881	BX293535.1
CHM13_G0000882	AHDC1
CHM13_G0000883	FGR
CHM13_G0000884	AL031729.1
CHM13_G0000885	LINC02574
CHM13_G0000886	IFI6
CHM13_G0000887	AL445490.1
CHM13_G0000888	RNU6-949P
CHM13_G0000889	CHMP1AP1
CHM13_G0000890	RNU6-424P
CHM13_G0000891	AL020997.5
CHM13_G0000892	FAM76A
CHM13_G0000893	AL020997.1
CHM13_G0000894	RPEP3
CHM13_G0000895	STX12
CHM13_G0000896	AL020997.2
CHM13_G0000897	AL020997.3
CHM13_G0000898	RNU6-1245P
CHM13_G0000899	AL020997.4
CHM13_G0000900	PPP1R8
CHM13_G0000901	SCARNA1
CHM13_G0000902	THEMIS2
CHM13_G0000903	RPA2
CHM13_G0000904	SMPDL3B
CHM13_G0000905	AL512288.1
CHM13_G0000906	XKR8
CHM13_G0000907	EYA3
CHM13_G0000908	AL512288.2
CHM13_G0000909	RN7SL559P
CHM13_G0000910	SPCS2P4
CHM13_G0000911	AL137792.2
CHM13_G0000912	AL137792.1
CHM13_G0000913	RNU6-176P
CHM13_G0000914	PTAFR
CHM13_G0000915	DNAJC8
CHM13_G0000916	ATP5IF1
CHM13_G0000917	AL353622.1
CHM13_G0000918	AL353622.2
CHM13_G0000919	SESN2
CHM13_G0000920	MED18
CHM13_G0000921	PHACTR4
CHM13_G0000922	Y_RNA
CHM13_G0000923	CR391992.1
CHM13_G0000924	RNU6ATAC27P
CHM13_G0000925	RCC1
CHM13_G0000926	SNHG3
CHM13_G0000927	SNORA73A
CHM13_G0000928	SNORA73B
CHM13_G0000929	PRDX3P2
CHM13_G0000930	AL513497.1
CHM13_G0000931	TRNAU1AP
CHM13_G0000932	SNHG12
CHM13_G0000933	SNORD99
CHM13_G0000934	SNORA61
CHM13_G0000935	SNORA44
CHM13_G0000937	SNORA16A
CHM13_G0000936	SNORA16A
CHM13_G0000938	TAF12
CHM13_G0000939	RAB42
CHM13_G0000940	LINC01715
CHM13_G0000941	AL360012.1
CHM13_G0000942	RNU11
CHM13_G0000943	GMEB1
CHM13_G0000944	AL645729.1
CHM13_G0000945	YTHDF2
CHM13_G0000946	OPRD1
CHM13_G0000947	AL009181.1
CHM13_G0000948	Y_RNA
CHM13_G0000949	EPB41
CHM13_G0000950	AL138785.1
CHM13_G0000951	Y_RNA
CHM13_G0000952	Metazoa_SRP
CHM13_G0000953	TMEM200B
CHM13_G0000954	AL357500.1
CHM13_G0000955	SRSF4
CHM13_G0000956	AL357500.2
CHM13_G0000957	MECR
CHM13_G0000958	AL590729.1
CHM13_G0000959	PTPRU
CHM13_G0000960	LINC01756
CHM13_G0000961	AL671862.1
CHM13_G0000962	AC092265.1
CHM13_G0000963	AL645944.2
CHM13_G0000964	AL645944.1
CHM13_G0000965	LINC01648
CHM13_G0000966	AL137076.1
CHM13_G0000967	AL021921.1
CHM13_G0000968	AL161638.2
CHM13_G0000969	AL161638.1
CHM13_G0000970	MATN1
CHM13_G0000971	MATN1-AS1
CHM13_G0000972	AL137857.1
CHM13_G0000973	LAPTM5
CHM13_G0000974	MIR4420
CHM13_G0000975	AL137027.1
CHM13_G0000976	LINC01778
CHM13_G0000977	RN7SKP91
CHM13_G0000978	AL445235.1
CHM13_G0000979	SDC3
CHM13_G0000980	RN7SL371P
CHM13_G0000981	PUM1
CHM13_G0000982	AL356320.2
CHM13_G0000983	AL356320.1
CHM13_G0000984	SELENOWP1
CHM13_G0000985	AC114495.1
CHM13_G0000986	NKAIN1
CHM13_G0000987	SNRNP40
CHM13_G0000988	AC114495.2
CHM13_G0000989	ZCCHC17
CHM13_G0000990	AL451070.1
CHM13_G0000991	FABP3
CHM13_G0000992	SERINC2
CHM13_G0000993	AC209007.1
CHM13_G0000994	RNU6-40P
CHM13_G0000995	LDC1P
CHM13_G0000996	Y_RNA
CHM13_G0000997	LINC01226
CHM13_G0000998	AC114488.1
CHM13_G0000999	TINAGL1
CHM13_G0001000	HCRTR1
CHM13_G0001001	PEF1
CHM13_G0001002	PEF1-AS1
CHM13_G0001003	AC114488.2
CHM13_G0001004	COL16A1
CHM13_G0001005	ADGRB2
CHM13_G0001006	MIR4254
CHM13_G0001007	AL354919.2
CHM13_G0001008	SPOCD1
CHM13_G0001009	AL354919.1
CHM13_G0001010	AL136115.2
CHM13_G0001011	PTP4A2
CHM13_G0001012	AL136115.1
CHM13_G0001013	AL136115.3
CHM13_G0001014	KHDRBS1
CHM13_G0001015	AL445248.1
CHM13_G0001016	TMEM39B
CHM13_G0001017	MIR5585
CHM13_G0001018	Metazoa_SRP
CHM13_G0001019	KPNA6
CHM13_G0001020	AL049795.2
CHM13_G0001021	MSTRG.124
CHM13_G0001022	CCDC28B
CHM13_G0001023	AL049795.1
CHM13_G0001024	IQCC
CHM13_G0001025	DCDC2B
CHM13_G0001026	TMEM234
CHM13_G0001027	EIF3I
CHM13_G0001028	MTMR9LP
CHM13_G0001029	FAM167B
CHM13_G0001030	LCK
CHM13_G0001031	Metazoa_SRP
CHM13_G0001032	Y_RNA
CHM13_G0001033	HDAC1
CHM13_G0001034	MARCKSL1
CHM13_G0001035	AL109945.1
CHM13_G0001036	TSSK3
CHM13_G0001037	FAM229A
CHM13_G0001038	BSDC1
CHM13_G0001039	GAPDHP20
CHM13_G0001040	AL356986.1
CHM13_G0001041	LRRC37A12P
CHM13_G0001042	RN7SL122P
CHM13_G0001043	AL033529.1
CHM13_G0001044	ZBTB8B
CHM13_G0001045	ZBTB8A
CHM13_G0001046	ZBTB8OS
CHM13_G0001047	AC114489.1
CHM13_G0001048	RBBP4
CHM13_G0001049	SYNC
CHM13_G0001050	AC114489.2
CHM13_G0001051	KIAA1522
CHM13_G0001052	YARS1
CHM13_G0001053	S100PBP
CHM13_G0001054	FNDC5
CHM13_G0001055	HPCA
CHM13_G0001056	TMEM54
CHM13_G0001057	AL031602.2
CHM13_G0001058	RNF19B
CHM13_G0001059	AL031602.1
CHM13_G0001060	AL355864.1
CHM13_G0001061	AL355864.2
CHM13_G0001062	AL020995.1
CHM13_G0001063	AK2
CHM13_G0001064	Metazoa_SRP
LOFF_G0000043	AC131281.2
CHM13_G0001065	AZIN2
CHM13_G0001066	AL662907.1
CHM13_G0001067	TRIM62
CHM13_G0001068	AL662907.2
CHM13_G0001069	AL662907.3
CHM13_G0001070	ZNF362
CHM13_G0001071	AL513327.2
CHM13_G0001072	A3GALT2
CHM13_G0001073	AL513327.1
CHM13_G0001074	PHC2
CHM13_G0001075	MIR3605
CHM13_G0001076	RN7SKP16
CHM13_G0001077	PHC2-AS1
CHM13_G0001078	TLR12P
CHM13_G0001079	ZSCAN20
CHM13_G0001080	AC115285.1
CHM13_G0001081	CSMD2
CHM13_G0001082	HSPD1P14
CHM13_G0001083	HMGB4
CHM13_G0001084	CSMD2-AS1
CHM13_G0001085	RNA5SP42
CHM13_G0001086	C1orf94
CHM13_G0001087	AC115286.1
CHM13_G0001088	AC099565.1
CHM13_G0001089	MIR552
CHM13_G0001090	SMIM12
CHM13_G0001091	GJB5
CHM13_G0001092	GJB4
CHM13_G0001093	AL121988.1
CHM13_G0001094	GJB3
CHM13_G0001095	GJA4
CHM13_G0001096	AL122010.1
CHM13_G0001097	DLGAP3
CHM13_G0001098	AC114490.3
CHM13_G0001099	AC114490.1
CHM13_G0001100	AC114490.2
CHM13_G0001101	TMEM35B
CHM13_G0001102	ZMYM6
CHM13_G0001103	ZMYM1
CHM13_G0001104	RPL12P45
CHM13_G0001105	EFCAB14P1
CHM13_G0001106	AL590434.1
CHM13_G0001107	SFPQ
CHM13_G0001108	Y_RNA
CHM13_G0001109	MSTRG.140
CHM13_G0001110	RN7SL503P
CHM13_G0001111	SNORA62
CHM13_G0001112	RPL5P4
CHM13_G0001113	ZMYM4-AS1
CHM13_G0001114	Metazoa_SRP
CHM13_G0001115	KIAA0319L
CHM13_G0001116	AC004865.1
CHM13_G0001117	NCDN
CHM13_G0001118	AC004865.2
CHM13_G0001119	TFAP2E
CHM13_G0001120	PSMB2
CHM13_G0001121	C1orf216
CHM13_G0001122	CLSPN
CHM13_G0001123	AL354864.1
CHM13_G0001124	AGO4
CHM13_G0001125	AGO1
CHM13_G0001126	CFAP97P1
CHM13_G0001127	AL139286.2
CHM13_G0001128	AL139286.1
CHM13_G0001129	MSTRG.144
CHM13_G0001130	AL138787.2
CHM13_G0001131	AL138787.1
CHM13_G0001132	TEKT2
CHM13_G0001133	ADPRS
CHM13_G0001134	COL8A2
CHM13_G0001135	TRAPPC3
CHM13_G0001136	MAP7D1
CHM13_G0001137	RN7SL131P
CHM13_G0001138	THRAP3
CHM13_G0001139	UBE2V2P4
CHM13_G0001140	SH3D21
CHM13_G0001141	EVA1B
CHM13_G0001142	AL591845.1
CHM13_G0001143	STK40
CHM13_G0001144	LSM10
CHM13_G0001145	RNU4-27P
CHM13_G0001146	OSCP1
CHM13_G0001147	SNORA63C
CHM13_G0001148	MRPS15
CHM13_G0001149	CSF3R
CHM13_G0001150	FTLP18
CHM13_G0001151	AL596257.1
CHM13_G0001152	AC117945.2
CHM13_G0001153	AC117945.1
CHM13_G0001154	GRIK3
CHM13_G0001155	AL031430.1
CHM13_G0001156	AL353604.1
CHM13_G0001157	MIR4255
CHM13_G0001158	RNU6-636P
CHM13_G0001159	RNA5SP43
CHM13_G0001160	RPS29P6
CHM13_G0001161	LINC01137
CHM13_G0001162	ZC3H12A
CHM13_G0001163	MIR6732
CHM13_G0001164	MEAF6
CHM13_G0001165	MIR5581
CHM13_G0001166	SNIP1
CHM13_G0001167	FTH1P1
CHM13_G0001168	AL034379.1
CHM13_G0001169	DNALI1
CHM13_G0001170	GNL2
CHM13_G0001171	AL513220.1
CHM13_G0001172	RSPO1
CHM13_G0001173	C1orf109
CHM13_G0001174	CDCA8
CHM13_G0001175	EPHA10
CHM13_G0001176	Y_RNA
CHM13_G0001177	ACTN4P2
CHM13_G0001178	AL929472.1
CHM13_G0001179	MANEAL
CHM13_G0001180	AL929472.3
CHM13_G0001181	YRDC
CHM13_G0001182	C1orf122
CHM13_G0001183	MTF1
CHM13_G0001184	AL929472.4
CHM13_G0001186	AL929472.2
CHM13_G0001185	INPP5B
CHM13_G0001187	SNORA63
CHM13_G0001188	RNU6-584P
CHM13_G0001189	Metazoa_SRP
CHM13_G0001190	SF3A3
CHM13_G0001191	RNU6-510P
CHM13_G0001192	FHL3
CHM13_G0001193	UTP11
CHM13_G0001194	POU3F1
CHM13_G0001195	MIR3659HG
CHM13_G0001196	AL139158.1
CHM13_G0001197	MIR3659
CHM13_G0001198	LINC02786
CHM13_G0001199	AL390839.1
CHM13_G0001200	AL390839.2
CHM13_G0001201	LINC01343
CHM13_G0001202	AL513479.1
CHM13_G0001203	RNU6-753P
CHM13_G0001204	LINC01685
CHM13_G0001205	HSPA5P1
CHM13_G0001206	AL354702.1
CHM13_G0001207	RRAGC
CHM13_G0001208	AL139260.2
CHM13_G0001209	AL139260.1
CHM13_G0001210	MYCBP
CHM13_G0001211	AL139260.3
CHM13_G0001212	GJA9
CHM13_G0001213	RHBDL2
CHM13_G0001214	RNU6-605P
CHM13_G0001215	Y_RNA
CHM13_G0001216	EIF1P2
CHM13_G0001217	AKIRIN1
CHM13_G0001218	NDUFS5
CHM13_G0001219	MACF1
CHM13_G0001220	RNU6-608P
CHM13_G0001221	RNA5SP44
CHM13_G0001222	AL442071.2
CHM13_G0001223	AL442071.1
CHM13_G0001224	HSPE1P8
CHM13_G0001225	BMP8A
CHM13_G0001226	OXCT2P1
CHM13_G0001227	PPIEL
CHM13_G0001228	PABPC4
CHM13_G0001229	PABPC4-AS1
CHM13_G0001230	SNORA55
CHM13_G0001231	HEYL
CHM13_G0001232	AL035404.2
CHM13_G0001233	NT5C1A
CHM13_G0001234	HPCAL4
CHM13_G0001235	PPIE
CHM13_G0001236	AL035404.1
CHM13_G0001237	RNU7-121P
CHM13_G0001238	BMP8B
CHM13_G0001239	OXCT2
CHM13_G0001240	BMP8B-AS1
CHM13_G0001241	AL033527.2
CHM13_G0001242	AL033527.1
CHM13_G0001243	AL033527.3
CHM13_G0001244	LINC02811
CHM13_G0001245	TRIT1
CHM13_G0001246	Y_RNA
CHM13_G0001247	MYCL
CHM13_G0001248	MYCL-AS1
CHM13_G0001249	Y_RNA
CHM13_G0001250	MFSD2A
CHM13_G0001251	AL663070.1
CHM13_G0001252	CAP1
CHM13_G0001253	PPT1
CHM13_G0001254	OAZ1P1
CHM13_G0001255	RLF
CHM13_G0001256	RNU6-1237P
CHM13_G0001257	TMCO2
CHM13_G0001258	AL050341.2
CHM13_G0001259	MSTRG.157
CHM13_G0001260	AL050341.1
CHM13_G0001261	COL9A2
CHM13_G0001262	AL031985.2
CHM13_G0001263	SMAP2
CHM13_G0001264	AL031985.1
CHM13_G0001265	AL031985.4
CHM13_G0001266	ZFP69B
CHM13_G0001267	AL031985.3
CHM13_G0001268	AL603839.4
CHM13_G0001269	ZFP69
CHM13_G0001270	AL603839.3
CHM13_G0001271	EXO5
CHM13_G0001272	AL603839.1
CHM13_G0001273	AL603839.2
CHM13_G0001274	ZNF684
CHM13_G0001275	AL356379.2
CHM13_G0001276	AL356379.1
CHM13_G0001277	GTF2F2P2
CHM13_G0001278	RIMS3
CHM13_G0001279	AL031289.2
CHM13_G0001280	AL031289.1
CHM13_G0001281	NFYC-AS1
CHM13_G0001282	NFYC
CHM13_G0001283	MIR30E
CHM13_G0001284	MIR30C1
CHM13_G0001285	KCNQ4
CHM13_G0001286	RN7SL326P
CHM13_G0001287	CITED4
CHM13_G0001288	AC119677.1
CHM13_G0001289	AL391730.1
CHM13_G0001290	AL391730.2
CHM13_G0001291	UBE2V1P8
CHM13_G0001292	CTPS1
CHM13_G0001293	SLFNL1-AS1
CHM13_G0001294	SLFNL1
CHM13_G0001295	SCMH1
CHM13_G0001296	RPL23AP17
CHM13_G0001297	AC093151.7
CHM13_G0001298	AC093151.2
CHM13_G0001299	AC093151.1
CHM13_G0001300	AC093151.5
CHM13_G0001301	FOXO6
CHM13_G0001302	FOXO6-AS1
CHM13_G0001303	RNA5SP45
CHM13_G0001304	EDN2
CHM13_G0001305	HIVEP3
CHM13_G0001306	AL445933.2
CHM13_G0001307	AL445933.1
CHM13_G0001308	AC119676.1
CHM13_G0001309	AL158216.1
CHM13_G0001310	HNRNPFP1
CHM13_G0001311	AC114492.1
CHM13_G0001312	GUCA2B
CHM13_G0001313	GUCA2A
CHM13_G0001314	MSTRG.161
CHM13_G0001315	AC096540.1
CHM13_G0001316	RIMKLA
CHM13_G0001317	AL513331.1
CHM13_G0001318	ZMYND12
CHM13_G0001319	PPCS
CHM13_G0001320	CCDC30
CHM13_G0001321	RPS3AP11
CHM13_G0001322	TMSB4XP1
CHM13_G0001323	RNU6-536P
CHM13_G0001324	AL445669.1
CHM13_G0001325	PPIH
CHM13_G0001326	AC098484.4
CHM13_G0001327	AC098484.2
CHM13_G0001328	YBX1
CHM13_G0001329	CLDN19
CHM13_G0001330	P3H1
CHM13_G0001331	C1orf50
CHM13_G0001332	AC098484.3
CHM13_G0001333	AC098484.1
CHM13_G0001334	TMEM269
CHM13_G0001335	SVBP
CHM13_G0001336	ERMAP
CHM13_G0001337	AL512353.1
CHM13_G0001338	ZNF691
CHM13_G0001339	AL512353.2
CHM13_G0001340	AL512353.3
CHM13_G0001341	ATP6V1E1P1
CHM13_G0001342	SLC2A1
CHM13_G0001343	ATP6V0CP4
CHM13_G0001344	SLC2A1-AS1
CHM13_G0001345	AC099795.1
CHM13_G0001346	RNU6-880P
CHM13_G0001347	AL161637.2
CHM13_G0001348	AL161637.1
CHM13_G0001349	FAM183A
CHM13_G0001350	EBNA1BP2
CHM13_G0001351	MIR6733
CHM13_G0001352	CFAP57
CHM13_G0001353	RNA5SP46
CHM13_G0001354	TMEM125
CHM13_G0001355	C1orf210
CHM13_G0001356	TIE1
CHM13_G0001357	MPL
CHM13_G0001358	AL139289.2
CHM13_G0001359	AL139289.1
CHM13_G0001360	CDC20
CHM13_G0001361	ELOVL1
CHM13_G0001362	MIR6734
CHM13_G0001363	MED8
CHM13_G0001364	MED8-AS1
CHM13_G0001365	SZT2
CHM13_G0001366	SZT2-AS1
CHM13_G0001367	MIR6735
CHM13_G0001368	HYI
CHM13_G0001369	HYI-AS1
CHM13_G0001370	PTPRF
CHM13_G0001371	KDM4A
CHM13_G0001372	AL451062.3
CHM13_G0001373	KDM4A-AS1
CHM13_G0001374	ST3GAL3
CHM13_G0001375	AL451062.1
CHM13_G0001376	U6
CHM13_G0001377	AL451062.2
CHM13_G0001378	MIR6079
CHM13_G0001379	SHMT1P1
CHM13_G0001380	ARTN
CHM13_G0001381	AL357079.1
CHM13_G0001382	AL357079.3
CHM13_G0001383	MSTRG.168
CHM13_G0001384	AL357079.2
CHM13_G0001385	DPH2
CHM13_G0001386	ATP6V0B
CHM13_G0001387	B4GALT2
CHM13_G0001388	CCDC24
CHM13_G0001389	SLC6A9
CHM13_G0001390	AL139220.2
CHM13_G0001391	AL139220.1
CHM13_G0001392	KRT8P47
CHM13_G0001393	RN7SL479P
CHM13_G0001394	KLF17
CHM13_G0001395	AL356653.1
CHM13_G0001396	KLF18
CHM13_G0001397	AL359839.1
CHM13_G0001398	Y_RNA
CHM13_G0001399	OOSP1P1
CHM13_G0001400	AL035417.1
CHM13_G0001401	AL035417.2
CHM13_G0001402	DMAP1
CHM13_G0001403	ERI3
CHM13_G0001404	ERI3-IT1
CHM13_G0001405	RNU6-369P
CHM13_G0001406	RNF220
CHM13_G0001407	MIR5584
CHM13_G0001408	TMEM53
CHM13_G0001409	ARMH1
CHM13_G0001410	RNU5F-1
CHM13_G0001411	RNU5D-1
CHM13_G0001412	KIF2C
CHM13_G0001413	AL592166.1
CHM13_G0001414	RPS8
CHM13_G0001415	SNORD55
CHM13_G0001416	SNORD46
CHM13_G0001417	SNORD38A
CHM13_G0001418	SNORD38B
CHM13_G0001419	SNORD38B
CHM13_G0001420	RPS15AP11
CHM13_G0001421	BEST4
CHM13_G0001422	PLK3
CHM13_G0001423	TCTEX1D4
CHM13_G0001424	BTBD19
CHM13_G0001425	PTCH2
CHM13_G0001426	RNU5E-6P
CHM13_G0001427	AL136380.1
CHM13_G0001428	EIF2B3
CHM13_G0001429	RNA5SP47
CHM13_G0001430	CCNB1IP1P1
CHM13_G0001431	PPIAP35
CHM13_G0001432	MRPS17P1
CHM13_G0001433	HECTD3
CHM13_G0001434	UROD
CHM13_G0001435	ZSWIM5
CHM13_G0001436	OSTCP5
CHM13_G0001437	LINC01144
CHM13_G0001438	HPDL
CHM13_G0001439	MUTYH
CHM13_G0001440	AL451136.1
CHM13_G0001441	TOE1
CHM13_G0001442	TESK2
CHM13_G0001443	PPIAP36
CHM13_G0001444	CCDC163
CHM13_G0001445	MMACHC
CHM13_G0001446	PRDX1
CHM13_G0001447	HMGB1P48
CHM13_G0001448	AKR1A1
CHM13_G0001449	AL355480.3
CHM13_G0001450	AL355480.1
CHM13_G0001451	NASP
CHM13_G0001452	AL355480.2
CHM13_G0001453	AL355480.4
CHM13_G0001454	CCDC17
CHM13_G0001455	MSTRG.173
CHM13_G0001456	RPS15AP10
CHM13_G0001457	AL604028.2
CHM13_G0001458	TMEM69
CHM13_G0001459	IPP
CHM13_G0001460	AL604028.1
CHM13_G0001461	AL603882.1
CHM13_G0001462	MAST2
CHM13_G0001463	TMA16P2
CHM13_G0001464	PIK3R3
CHM13_G0001465	P3R3URF-PIK3R3
CHM13_G0001466	AL358075.1
CHM13_G0001467	AL358075.3
CHM13_G0001468	AL358075.2
CHM13_G0001469	TSPAN1
CHM13_G0001470	P3R3URF
CHM13_G0001471	POMGNT1
CHM13_G0001472	LURAP1
LOFF_G0000044	AC113404.2
CHM13_G0001473	RAD54L
CHM13_G0001474	LRRC41
CHM13_G0001475	UQCRH
CHM13_G0001476	NSUN4
CHM13_G0001477	AL122001.1
CHM13_G0001478	FAAH
CHM13_G0001479	FAAHP1
CHM13_G0001480	LINC01398
CHM13_G0001481	DMBX1
CHM13_G0001482	TMEM275
CHM13_G0001483	MKNK1-AS1
CHM13_G0001484	KNCN
CHM13_G0001485	MKNK1
CHM13_G0001486	MOB3C
CHM13_G0001487	ATPAF1
CHM13_G0001488	NENFP1
CHM13_G0001489	TEX38
CHM13_G0001490	EFCAB14-AS1
CHM13_G0001491	EFCAB14
CHM13_G0001492	AL593856.1
CHM13_G0001493	CYP4B1
CHM13_G0001494	CYP4Z2P
CHM13_G0001495	AL731892.1
CHM13_G0001496	CYP4A11
CHM13_G0001497	CYP4A26P
CHM13_G0001498	CYP4A43P
CHM13_G0001499	CYP4A27P
CHM13_G0001500	CYP4A44P
CHM13_G0001501	CYP4X1
CHM13_G0001502	CYP4Z1
CHM13_G0001503	AL450996.1
CHM13_G0001504	CYP4A22-AS1
CHM13_G0001505	CYP4A22
CHM13_G0001506	MTND1P34
CHM13_G0001507	LINC00853
CHM13_G0001508	PDZK1IP1
CHM13_G0001509	TAL1
CHM13_G0001510	AL135960.1
CHM13_G0001511	STIL
CHM13_G0001512	CMPK1
CHM13_G0001513	LINC01389
CHM13_G0001514	FOXE3
CHM13_G0001515	FOXD2-AS1
CHM13_G0001516	FOXD2
CHM13_G0001517	AL356458.1
CHM13_G0001518	RPL21P24
CHM13_G0001519	ATP6V0E1P4
CHM13_G0001520	LINC01738
CHM13_G0001521	TRABD2B
CHM13_G0001522	AL691459.1
CHM13_G0001523	AC096541.1
CHM13_G0001524	LINC02794
CHM13_G0001525	AL356289.1
CHM13_G0001526	CYP46A4P
CHM13_G0001527	SKINT1L
CHM13_G0001528	AL356289.2
CHM13_G0001529	AL109659.1
CHM13_G0001530	SLC5A9
CHM13_G0001531	AL109659.2
CHM13_G0001532	AL109659.3
CHM13_G0001533	SPATA6
CHM13_G0001534	PPP1R8P1
CHM13_G0001535	RNU6-723P
LOFF_G0000045	AC066615.1
CHM13_G0001536	AL356968.2
CHM13_G0001537	RNU4-61P
CHM13_G0001538	AL356968.1
CHM13_G0001539	AGBL4
CHM13_G0001540	AL391844.1
CHM13_G0001541	BEND5
CHM13_G0001542	AL645507.1
CHM13_G0001543	AC099788.1
CHM13_G0001544	AGBL4-AS1
CHM13_G0001545	AGBL4-IT1
CHM13_G0001546	AL390023.1
CHM13_G0001547	ZNF859P
CHM13_G0001548	AL645730.1
CHM13_G0001549	MTND2P29
CHM13_G0001550	ELAVL4
CHM13_G0001551	AL583843.1
CHM13_G0001552	ELAVL4-AS1
CHM13_G0001553	AL592182.1
CHM13_G0001554	LINC02808
CHM13_G0001555	AL592182.2
CHM13_G0001556	AL596275.1
CHM13_G0001557	HMGB1P45
CHM13_G0001558	FCF1P6
CHM13_G0001559	DMRTA2
CHM13_G0001560	AL049637.1
CHM13_G0001561	FAF1
CHM13_G0001562	FAF1-AS1
CHM13_G0001563	RNU6-1026P
CHM13_G0001564	PHBP12
CHM13_G0001565	MRPS6P2
CHM13_G0001566	CDKN2C
CHM13_G0001567	MIR4421
CHM13_G0001568	MIR6500
CHM13_G0001569	C1orf185
CHM13_G0001570	Y_RNA
CHM13_G0001571	CFL1P2
CHM13_G0001572	LINC01562
CHM13_G0001573	MSTRG.186
CHM13_G0001574	AL162430.1
CHM13_G0001575	AL162430.2
CHM13_G0001576	TTC39A
CHM13_G0001577	TTC39A-AS1
CHM13_G0001578	EPS15
CHM13_G0001579	AL671986.1
CHM13_G0001580	RNU6-877P
CHM13_G0001581	AC104170.1
CHM13_G0001582	EPS15-AS1
CHM13_G0001583	RNU6-1281P
CHM13_G0001584	CALR4P
CHM13_G0001585	OSBPL9
CHM13_G0001586	GAPDHP51
CHM13_G0001587	SLC25A6P3
CHM13_G0001588	AL050343.1
CHM13_G0001589	NRDC
CHM13_G0001590	AL050343.2
CHM13_G0001591	AL050343.3
CHM13_G0001592	MIR761
CHM13_G0001593	TSEN15P2
CHM13_G0001594	RAB3B
CHM13_G0001595	RNA5SP48
CHM13_G0001596	AL445685.2
CHM13_G0001597	RN7SL290P
CHM13_G0001598	TXNDC12
CHM13_G0001599	AL445685.3
CHM13_G0001600	KTI12
CHM13_G0001601	AL445685.1
CHM13_G0001602	TXNDC12-AS1
CHM13_G0001603	BTF3L4
CHM13_G0001604	ZFYVE9
CHM13_G0001605	RN7SL788P
CHM13_G0001606	AL139156.2
CHM13_G0001607	AL139156.1
CHM13_G0001608	PDCL3P6
CHM13_G0001609	AL139156.3
CHM13_G0001610	DNAJC19P7
CHM13_G0001611	ANAPC10P1
CHM13_G0001612	CC2D1B
CHM13_G0001613	AL513218.1
CHM13_G0001614	AL513218.2
CHM13_G0001615	PLA2G12AP1
CHM13_G0001616	ORC1
