,log2FC_Treat_6h_vs_Control,padj_Treat_6h_vs_Control,log2FC_Treat_24h_vs_Control,padj_Treat_24h_vs_Control,log2FC_Treat_72h_vs_Control,padj_Treat_72h_vs_Control,Cluster,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Gm14210,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21866,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25167,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2003,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28290,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12883,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35920,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930455G09Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330411J11Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir3104,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7113,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14453,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50441,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15336,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25487,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8793,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18694,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5199,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11655,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50381,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25014,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smok3b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trav14d-2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38363,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14457,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10972,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11876,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glipr1l1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47747,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25795,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11926,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34237,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12287,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29880,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34322,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44069,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42834,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48143,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10340,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mup-ps3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chrna9,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5373,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir710,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5108,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5309,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18325,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fam90a1a,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr607,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm33666,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15680,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930595O18Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm53038,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9375,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1307,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15886,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37331,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47799,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28630,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29251,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29533,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930553M12Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21392,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tbx21,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18366,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25280,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr424,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grm3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9133,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pnpla1os,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir3059,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37587,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49354,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rps12-ps15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13842,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21427,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8761,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8871,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ighv1-21,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095779,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr419,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14139,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18701,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ldc1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trav4-2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810035K13Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18263,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930479H17Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37858,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26916,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klk1b28-ps,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50328,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42862,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ighv1-28,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23509,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24393,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3344,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5524,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47557,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28649,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm40810,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zscan5b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28844,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47840,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir191,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28811,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm33125,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1271,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eif1ad16,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mup10,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm40348,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1463,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D930020B18Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r218,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49861,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37013,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20136,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir6928,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25369,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28633,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49455,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28371,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030451O07Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sult1c2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r6,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48760,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14222,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13325,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16273,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactbl1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18515,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49213,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15546,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13460,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810432F15Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sox5os5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28573,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11300,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem265,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir105,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50479,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930544G11Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14394,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scgb1b8-ps,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trav9d-4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30674,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19238,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9671,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37737,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24681,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir211,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17224,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094474,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9127,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14510,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21913,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48044,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18118,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp996,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm45808,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28872,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oas1h,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr960,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13546,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29381,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcl2a1b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr512,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29255,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7489,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28235,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1024,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28102,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11986,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr674-ps1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r186,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11861,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42852,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16354,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22557,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15371,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krtap7-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3594,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37635,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asic5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm40271,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krtap9-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48283,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifna5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cfc1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9064,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700064J06Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pax5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50073,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24691,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49629,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm43388,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28946,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15553,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irf4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42995,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cldn16,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48896,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32453,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14775,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23822,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48119,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49339,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trdd1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr375-ps1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12738,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm1604a,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27680,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25879,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44632,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23629,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21542,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm4922,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12442,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14976,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pga5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37376,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24505,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000118652,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37843,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir496b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BB031773,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49801,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42953,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48758,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm47796,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xkr9,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37595,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm43715,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14805,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vwc2l,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smok2b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13975,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20444,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm50245,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr720,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr500-ps1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir449c,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11393,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12132,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp804a,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1108-ps1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21672,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm45876,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23370,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15120,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7420426K07Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20427,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krtap19-9b,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12305,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krt8-ps,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1051,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23586,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19956,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15263,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37148,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2-M10.4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28486,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49538,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29527,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18559,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29037,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm40922,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sppl2c,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm43932,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr113,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9430031K09Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29128,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm48339,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slxl1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm45153,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir8101,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29012,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579D09Rik,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37682,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Defb13,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18127,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6885,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15572,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10619,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8837,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37426,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12299,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44939,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm49233,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir6997,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19185,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9628,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44441,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42520,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r197,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8531,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44552,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccl3,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13361,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12780,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm43821,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14651,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
